Year,Year ending,Local Government Area,Charge Status,Incidents Recorded
2012,September,Greater Shepparton,No charges laid,963
2012,September,Greater Shepparton,Unsolved,"2,162"
2012,September,Hepburn,Charges laid,175
2012,September,Hepburn,No charges laid,61
2012,September,Hepburn,Unsolved,320
2012,September,Hindmarsh,Charges laid,70
2012,September,Hindmarsh,No charges laid,59
2012,September,Hindmarsh,Unsolved,76
2012,September,Hobsons Bay,Charges laid,"1,474"
2012,September,Hobsons Bay,No charges laid,722
2012,September,Hobsons Bay,Unsolved,"3,515"
2012,September,Horsham,Charges laid,616
2012,September,Horsham,No charges laid,298
2012,September,Horsham,Unsolved,450
2012,September,Hume,Charges laid,"3,676"
2012,September,Hume,No charges laid,"1,481"
2012,September,Hume,Unsolved,"6,535"
2012,September,Indigo,Charges laid,97
2012,September,Indigo,No charges laid,91
2012,September,Indigo,Unsolved,186
2012,September,Kingston,Charges laid,"2,298"
2012,September,Kingston,No charges laid,"1,110"
2012,September,Kingston,Unsolved,"3,897"
2012,September,Knox,Charges laid,"2,157"
2012,September,Knox,No charges laid,946
2012,September,Knox,Unsolved,"3,501"
2012,September,Latrobe,Charges laid,"3,144"
2012,September,Latrobe,No charges laid,"1,204"
2012,September,Latrobe,Unsolved,"2,883"
2012,September,Loddon,Charges laid,125
2012,September,Loddon,No charges laid,76
2012,September,Loddon,Unsolved,134
2012,September,Macedon Ranges,Charges laid,375
2012,September,Macedon Ranges,No charges laid,233
2012,September,Macedon Ranges,Unsolved,650
2012,September,Manningham,Charges laid,818
2012,September,Manningham,No charges laid,433
2012,September,Manningham,Unsolved,"1,776"
2012,September,Mansfield,Charges laid,75
2012,September,Mansfield,No charges laid,64
2012,September,Mansfield,Unsolved,120
2012,September,Maribyrnong,Charges laid,"2,238"
2012,September,Maribyrnong,No charges laid,"1,085"
2012,September,Maribyrnong,Unsolved,"4,193"
2012,September,Maroondah,Charges laid,"2,020"
2012,September,Maroondah,No charges laid,675
2012,September,Maroondah,Unsolved,"2,435"
2012,September,Melbourne,Charges laid,"7,416"
2012,September,Melbourne,No charges laid,"6,900"
2012,September,Melbourne,Unsolved,"9,990"
2012,September,Melton,Charges laid,"1,610"
2012,September,Melton,No charges laid,695
2012,September,Melton,Unsolved,"4,494"
2012,September,Mildura,Charges laid,"1,512"
2012,September,Mildura,No charges laid,981
2012,September,Mildura,Unsolved,"1,948"
2012,September,Mitchell,Charges laid,727
2012,September,Mitchell,No charges laid,384
2012,September,Mitchell,Unsolved,812
2012,September,Moira,Charges laid,350
2012,September,Moira,No charges laid,227
2012,September,Moira,Unsolved,591
2012,September,Monash,Charges laid,"1,372"
2012,September,Monash,No charges laid,636
2012,September,Monash,Unsolved,"4,392"
2012,September,Moonee Valley,Charges laid,"1,767"
2012,September,Moonee Valley,No charges laid,"1,072"
2012,September,Moonee Valley,Unsolved,"3,964"
2012,September,Moorabool,Charges laid,309
2012,September,Moorabool,No charges laid,176
2012,September,Moorabool,Unsolved,778
2012,September,Moreland,Charges laid,"2,046"
2012,September,Moreland,No charges laid,"1,085"
2012,September,Moreland,Unsolved,"6,546"
2012,September,Mornington Peninsula,Charges laid,"2,022"
2012,September,Mornington Peninsula,No charges laid,"1,431"
2012,September,Mornington Peninsula,Unsolved,"3,769"
2012,September,Mount Alexander,Charges laid,228
2012,September,Mount Alexander,No charges laid,113
2012,September,Mount Alexander,Unsolved,299
2012,September,Moyne,Charges laid,181
2012,September,Moyne,No charges laid,127
2012,September,Moyne,Unsolved,274
2012,September,Murrindindi,Charges laid,160
2012,September,Murrindindi,No charges laid,100
2012,September,Murrindindi,Unsolved,194
2012,September,Nillumbik,Charges laid,382
2012,September,Nillumbik,No charges laid,216
2012,September,Nillumbik,Unsolved,869
2012,September,Northern Grampians,Charges laid,312
2012,September,Northern Grampians,No charges laid,144
2012,September,Northern Grampians,Unsolved,234
2012,September,Port Phillip,Charges laid,"2,055"
2012,September,Port Phillip,No charges laid,"1,724"
2012,September,Port Phillip,Unsolved,"4,645"
2012,September,Pyrenees,Charges laid,64
2012,September,Pyrenees,No charges laid,28
2012,September,Pyrenees,Unsolved,138
2012,September,Queenscliffe,Charges laid,19
2012,September,Queenscliffe,No charges laid,15
2012,September,Queenscliffe,Unsolved,73
2012,September,South Gippsland,Charges laid,357
2012,September,South Gippsland,No charges laid,190
2012,September,South Gippsland,Unsolved,353
2012,September,Southern Grampians,Charges laid,273
2012,September,Southern Grampians,No charges laid,210
2012,September,Southern Grampians,Unsolved,309
2012,September,Stonnington,Charges laid,"1,621"
2012,September,Stonnington,No charges laid,"1,377"
2012,September,Stonnington,Unsolved,"4,289"
2012,September,Strathbogie,Charges laid,132
2012,September,Strathbogie,No charges laid,56
2012,September,Strathbogie,Unsolved,168
2012,September,Surf Coast,Charges laid,227
2012,September,Surf Coast,No charges laid,201
2012,September,Surf Coast,Unsolved,755
2012,September,Swan Hill,Charges laid,653
2012,September,Swan Hill,No charges laid,330
2012,September,Swan Hill,Unsolved,396
2012,September,Towong,Charges laid,71
2012,September,Towong,No charges laid,33
2012,September,Towong,Unsolved,100
2012,September,Wangaratta,Charges laid,724
2012,September,Wangaratta,No charges laid,511
2012,September,Wangaratta,Unsolved,463
2012,September,Warrnambool,Charges laid,666
2012,September,Warrnambool,No charges laid,499
2012,September,Warrnambool,Unsolved,714
2012,September,Wellington,Charges laid,877
2012,September,Wellington,No charges laid,429
2012,September,Wellington,Unsolved,"1,271"
2012,September,West Wimmera,Charges laid,50
2012,September,West Wimmera,No charges laid,36
2012,September,West Wimmera,Unsolved,46
2012,September,Whitehorse,Charges laid,"1,306"
2012,September,Whitehorse,No charges laid,645
2012,September,Whitehorse,Unsolved,"3,454"
2012,September,Whittlesea,Charges laid,"2,472"
2012,September,Whittlesea,No charges laid,"1,068"
2012,September,Whittlesea,Unsolved,"6,196"
2012,September,Wodonga,Charges laid,946
2012,September,Wodonga,No charges laid,384
2012,September,Wodonga,Unsolved,"1,257"
2012,September,Wyndham,Charges laid,"2,589"
2012,September,Wyndham,No charges laid,"1,177"
2012,September,Wyndham,Unsolved,7215
2012,September,Yarra,Charges laid,"2,467"
2012,September,Yarra,No charges laid,"1,458"
2012,September,Yarra,Unsolved,"5,349"
2012,September,Yarra Ranges,Charges laid,"1,562"
2012,September,Yarra Ranges,No charges laid,841
2012,September,Yarra Ranges,Unsolved,"2,678"
2012,September,Yarriambiack,Charges laid,125
2012,September,Yarriambiack,No charges laid,69
2012,September,Yarriambiack,Unsolved,113
2011,September,Alpine,Charges laid,125
2011,September,Alpine,No charges laid,60
2011,September,Alpine,Unsolved,101
2011,September,Ararat,Charges laid,266
2011,September,Ararat,No charges laid,198
2011,September,Ararat,Unsolved,345
2011,September,Ballarat,Charges laid,"2,092"
2011,September,Ballarat,No charges laid,"1,269"
2011,September,Ballarat,Unsolved,"4,785"
2011,September,Banyule,Charges laid,"1,802"
2011,September,Banyule,No charges laid,616
2011,September,Banyule,Unsolved,"2,998"
2011,September,Bass Coast,Charges laid,480
2011,September,Bass Coast,No charges laid,371
2011,September,Bass Coast,Unsolved,783
2011,September,Baw Baw,Charges laid,652
2011,September,Baw Baw,No charges laid,283
2011,September,Baw Baw,Unsolved,709
2011,September,Bayside,Charges laid,667
2011,September,Bayside,No charges laid,356
2011,September,Bayside,Unsolved,"1,804"
2011,September,Benalla,Charges laid,280
2011,September,Benalla,No charges laid,123
2011,September,Benalla,Unsolved,348
2011,September,Boroondara,Charges laid,850
2011,September,Boroondara,No charges laid,578
2011,September,Boroondara,Unsolved,"3,799"
2011,September,Brimbank,Charges laid,"3,401"
2011,September,Brimbank,No charges laid,"1,501"
2011,September,Brimbank,Unsolved,"9,320"
2011,September,Buloke,Charges laid,81
2011,September,Buloke,No charges laid,56
2011,September,Buloke,Unsolved,128
2011,September,Campaspe,Charges laid,549
2011,September,Campaspe,No charges laid,342
2011,September,Campaspe,Unsolved,955
2011,September,Cardinia,Charges laid,"1,030"
2011,September,Cardinia,No charges laid,529
2011,September,Cardinia,Unsolved,"1,740"
2011,September,Casey,Charges laid,"3,086"
2011,September,Casey,No charges laid,"1,874"
2011,September,Casey,Unsolved,"6,082"
2011,September,Central Goldfields,Charges laid,290
2011,September,Central Goldfields,No charges laid,152
2011,September,Central Goldfields,Unsolved,316
2011,September,Colac-Otway,Charges laid,394
2011,September,Colac-Otway,No charges laid,242
2011,September,Colac-Otway,Unsolved,454
2011,September,Corangamite,Charges laid,178
2011,September,Corangamite,No charges laid,91
2011,September,Corangamite,Unsolved,274
2011,September,Darebin,Charges laid,"2,364"
2011,September,Darebin,No charges laid,"1,084"
2011,September,Darebin,Unsolved,"5,897"
2011,September,East Gippsland,Charges laid,743
2011,September,East Gippsland,No charges laid,682
2011,September,East Gippsland,Unsolved,"1,136"
2011,September,Frankston,Charges laid,"2,967"
2011,September,Frankston,No charges laid,"1,899"
2011,September,Frankston,Unsolved,"4,418"
2011,September,Gannawarra,Charges laid,171
2011,September,Gannawarra,No charges laid,109
2011,September,Gannawarra,Unsolved,221
2011,September,Glen Eira,Charges laid,981
2011,September,Glen Eira,No charges laid,576
2011,September,Glen Eira,Unsolved,"2,832"
2011,September,Glenelg,Charges laid,395
2011,September,Glenelg,No charges laid,236
2011,September,Glenelg,Unsolved,649
2011,September,Golden Plains,Charges laid,77
2011,September,Golden Plains,No charges laid,29
2011,September,Golden Plains,Unsolved,190
2011,September,Greater Bendigo,Charges laid,"1,684"
2011,September,Greater Bendigo,No charges laid,870
2011,September,Greater Bendigo,Unsolved,"2,386"
2011,September,Greater Dandenong,Charges laid,"3,990"
2011,September,Greater Dandenong,No charges laid,"2,135"
2011,September,Greater Dandenong,Unsolved,"4,814"
2011,September,Greater Geelong,Charges laid,"2,912"
2011,September,Greater Geelong,No charges laid,"1,796"
2011,September,Greater Geelong,Unsolved,"7,807"
2011,September,Greater Shepparton,Charges laid,"1,558"
2011,September,Greater Shepparton,No charges laid,892
2011,September,Greater Shepparton,Unsolved,"2,423"
2011,September,Hepburn,Charges laid,117
2011,September,Hepburn,No charges laid,65
2011,September,Hepburn,Unsolved,331
2011,September,Hindmarsh,Charges laid,47
2011,September,Hindmarsh,No charges laid,49
2011,September,Hindmarsh,Unsolved,62
2011,September,Hobsons Bay,Charges laid,"1,190"
2011,September,Hobsons Bay,No charges laid,628
2011,September,Hobsons Bay,Unsolved,"2,788"
2011,September,Horsham,Charges laid,522
2011,September,Horsham,No charges laid,277
2011,September,Horsham,Unsolved,504
2011,September,Hume,Charges laid,"3,019"
2011,September,Hume,No charges laid,"1,463"
2011,September,Hume,Unsolved,"6,430"
2011,September,Indigo,Charges laid,101
2011,September,Indigo,No charges laid,83
2011,September,Indigo,Unsolved,177
2011,September,Kingston,Charges laid,"2,217"
2011,September,Kingston,No charges laid,"1,076"
2011,September,Kingston,Unsolved,"3,551"
2011,September,Knox,Charges laid,"1,830"
2011,September,Knox,No charges laid,945
2011,September,Knox,Unsolved,"3,280"
2011,September,Latrobe,Charges laid,"2,708"
2011,September,Latrobe,No charges laid,"1,158"
2011,September,Latrobe,Unsolved,"2,913"
2011,September,Loddon,Charges laid,96
2011,September,Loddon,No charges laid,51
2011,September,Loddon,Unsolved,165
2011,September,Macedon Ranges,Charges laid,275
2011,September,Macedon Ranges,No charges laid,253
2011,September,Macedon Ranges,Unsolved,662
2011,September,Manningham,Charges laid,769
2011,September,Manningham,No charges laid,463
2011,September,Manningham,Unsolved,"1,503"
2011,September,Mansfield,Charges laid,79
2011,September,Mansfield,No charges laid,75
2011,September,Mansfield,Unsolved,110
2011,September,Maribyrnong,Charges laid,"1,884"
2011,September,Maribyrnong,No charges laid,990
2011,September,Maribyrnong,Unsolved,"4,126"
2011,September,Maroondah,Charges laid,"1,702"
2011,September,Maroondah,No charges laid,758
2011,September,Maroondah,Unsolved,"2,339"
2011,September,Melbourne,Charges laid,"6,683"
2011,September,Melbourne,No charges laid,"7,224"
2011,September,Melbourne,Unsolved,"10,280"
2011,September,Melton,Charges laid,"1,285"
2011,September,Melton,No charges laid,570
2011,September,Melton,Unsolved,"4,016"
2011,September,Mildura,Charges laid,"1,531"
2011,September,Mildura,No charges laid,"1,171"
2011,September,Mildura,Unsolved,"1,996"
2011,September,Mitchell,Charges laid,697
2011,September,Mitchell,No charges laid,375
2011,September,Mitchell,Unsolved,781
2011,September,Moira,Charges laid,385
2011,September,Moira,No charges laid,233
2011,September,Moira,Unsolved,508
2011,September,Monash,Charges laid,"1,323"
2011,September,Monash,No charges laid,630
2011,September,Monash,Unsolved,"4,682"
2011,September,Moonee Valley,Charges laid,"1,518"
2011,September,Moonee Valley,No charges laid,932
2011,September,Moonee Valley,Unsolved,"3,544"
2011,September,Moorabool,Charges laid,297
2011,September,Moorabool,No charges laid,188
2011,September,Moorabool,Unsolved,623
2011,September,Moreland,Charges laid,"1,793"
2011,September,Moreland,No charges laid,994
2011,September,Moreland,Unsolved,"5,984"
2011,September,Mornington Peninsula,Charges laid,"1,851"
2011,September,Mornington Peninsula,No charges laid,"1,431"
2011,September,Mornington Peninsula,Unsolved,"3,827"
2011,September,Mount Alexander,Charges laid,263
2011,September,Mount Alexander,No charges laid,128
2011,September,Mount Alexander,Unsolved,309
2011,September,Moyne,Charges laid,136
2011,September,Moyne,No charges laid,74
2011,September,Moyne,Unsolved,225
2011,September,Murrindindi,Charges laid,118
2011,September,Murrindindi,No charges laid,137
2011,September,Murrindindi,Unsolved,185
2011,September,Nillumbik,Charges laid,312
2011,September,Nillumbik,No charges laid,201
2011,September,Nillumbik,Unsolved,911
2011,September,Northern Grampians,Charges laid,286
2011,September,Northern Grampians,No charges laid,211
2011,September,Northern Grampians,Unsolved,327
2011,September,Port Phillip,Charges laid,"1,824"
2011,September,Port Phillip,No charges laid,"1,701"
2011,September,Port Phillip,Unsolved,"4,739"
2011,September,Pyrenees,Charges laid,43
2011,September,Pyrenees,No charges laid,31
2011,September,Pyrenees,Unsolved,149
2011,September,Queenscliffe,Charges laid,13
2011,September,Queenscliffe,No charges laid,9
2011,September,Queenscliffe,Unsolved,71
2011,September,South Gippsland,Charges laid,310
2011,September,South Gippsland,No charges laid,153
2011,September,South Gippsland,Unsolved,387
2011,September,Southern Grampians,Charges laid,306
2011,September,Southern Grampians,No charges laid,221
2011,September,Southern Grampians,Unsolved,321
2011,September,Stonnington,Charges laid,"1,397"
2011,September,Stonnington,No charges laid,"1,360"
2011,September,Stonnington,Unsolved,"4,045"
2011,September,Strathbogie,Charges laid,105
2011,September,Strathbogie,No charges laid,66
2011,September,Strathbogie,Unsolved,174
2011,September,Surf Coast,Charges laid,155
2011,September,Surf Coast,No charges laid,228
2011,September,Surf Coast,Unsolved,613
2011,September,Swan Hill,Charges laid,587
2011,September,Swan Hill,No charges laid,340
2011,September,Swan Hill,Unsolved,419
2011,September,Towong,Charges laid,59
2011,September,Towong,No charges laid,41
2011,September,Towong,Unsolved,62
2011,September,Wangaratta,Charges laid,559
2011,September,Wangaratta,No charges laid,573
2011,September,Wangaratta,Unsolved,551
2011,September,Warrnambool,Charges laid,616
2011,September,Warrnambool,No charges laid,473
2011,September,Warrnambool,Unsolved,729
2011,September,Wellington,Charges laid,763
2011,September,Wellington,No charges laid,362
2011,September,Wellington,Unsolved,"1,236"
2011,September,West Wimmera,Charges laid,35
2011,September,West Wimmera,No charges laid,13
2011,September,West Wimmera,Unsolved,42
2011,September,Whitehorse,Charges laid,"1,340"
2011,September,Whitehorse,No charges laid,564
2011,September,Whitehorse,Unsolved,"3,310"
2011,September,Whittlesea,Charges laid,"1,888"
2011,September,Whittlesea,No charges laid,"1,084"
2011,September,Whittlesea,Unsolved,"5,483"
2011,September,Wodonga,Charges laid,803
2011,September,Wodonga,No charges laid,412
2011,September,Wodonga,Unsolved,"1,132"
2011,September,Wyndham,Charges laid,"1,898"
2011,September,Wyndham,No charges laid,"1,007"
2011,September,Wyndham,Unsolved,"6,387"
2011,September,Yarra,Charges laid,"2,333"
2011,September,Yarra,No charges laid,"1,370"
2011,September,Yarra,Unsolved,"5,030"
2011,September,Yarra Ranges,Charges laid,"1,417"
2011,September,Yarra Ranges,No charges laid,796
2011,September,Yarra Ranges,Unsolved,"2,678"
2011,September,Yarriambiack,Charges laid,89
2011,September,Yarriambiack,No charges laid,57
2011,September,Yarriambiack,Unsolved,117
