Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2015,September,Queenscliffe,1 Residential,13 Grounds/surrounding land,133 Frontyard,21
2015,September,Queenscliffe,1 Residential,13 Grounds/surrounding land,134 Garage,3
2015,September,Queenscliffe,1 Residential,13 Grounds/surrounding land,135 Shed,1
2015,September,Queenscliffe,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,1
2015,September,Queenscliffe,2 Community,21 Education,211 School,4
2015,September,Queenscliffe,2 Community,22 Health,222 Medical Centre,1
2015,September,Queenscliffe,2 Community,22 Health,224 Other Health,2
2015,September,Queenscliffe,2 Community,24 Public Transport,242 Train Station,1
2015,September,Queenscliffe,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2015,September,Queenscliffe,2 Community,25 Other Transport,254 Dock/Wharf,3
2015,September,Queenscliffe,2 Community,25 Other Transport,255 Carpark (Single Level),2
2015,September,Queenscliffe,2 Community,26 Justice,265 Other Justice Facility,1
2015,September,Queenscliffe,2 Community,27 Open Space,271 Parkland/Reserve,3
2015,September,Queenscliffe,2 Community,27 Open Space,274 Beach Foreshore,5
2015,September,Queenscliffe,2 Community,27 Open Space,275 Other Open Space,2
2015,September,Queenscliffe,2 Community,27 Open Space,276 Beach Car Park,1
2015,September,Queenscliffe,2 Community,28 Street/footpath,281 Street/Lane/Footpath,13
2015,September,Queenscliffe,3 Other,33 Retail,3311 Restaurant/Fastfood,3
2015,September,Queenscliffe,3 Other,33 Retail,3312 Other Retail,2
2015,September,Queenscliffe,3 Other,33 Retail,332 Service Station,1
2015,September,Queenscliffe,3 Other,33 Retail,335 Supermarket,3
2015,September,Queenscliffe,3 Other,33 Retail,337 Shopping Complex,1
2015,September,Queenscliffe,3 Other,38 Recreational,381 Licenced Premises,2
2015,September,Queenscliffe,3 Other,38 Recreational,384 Sport Area/Facility,2
2015,September,Queenscliffe,3 Other,38 Recreational,386 Other Rec./Sports,5
2015,September,Queenscliffe,3 Other,39 Other location,392 Other Location (Not Elsewhere),4
2015,September,South Gippsland,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,13
2015,September,South Gippsland,1 Residential,11 Dwelling - private,112 House,232
2015,September,South Gippsland,1 Residential,11 Dwelling - private,113 Bungalow,2
2015,September,South Gippsland,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,5
2015,September,South Gippsland,1 Residential,11 Dwelling - private,117 Farm House,1
2015,September,South Gippsland,1 Residential,12 Dwelling  - non-private,122 Holiday Home,9
2015,September,South Gippsland,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2015,September,South Gippsland,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,3
2015,September,South Gippsland,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2015,September,South Gippsland,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2015,September,South Gippsland,1 Residential,13 Grounds/surrounding land,132 Backyard,23
2015,September,South Gippsland,1 Residential,13 Grounds/surrounding land,133 Frontyard,43
2015,September,South Gippsland,1 Residential,13 Grounds/surrounding land,134 Garage,11
2015,September,South Gippsland,1 Residential,13 Grounds/surrounding land,135 Shed,32
2015,September,South Gippsland,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2015,September,South Gippsland,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),4
2015,September,South Gippsland,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,5
2015,September,South Gippsland,2 Community,21 Education,211 School,18
2015,September,South Gippsland,2 Community,21 Education,212 School Grounds,3
2015,September,South Gippsland,2 Community,21 Education,213 Other Educational,8
2015,September,South Gippsland,2 Community,22 Health,221 Hospital,1
2015,September,South Gippsland,2 Community,22 Health,222 Medical Centre,1
2015,September,South Gippsland,2 Community,22 Health,224 Other Health,1
2015,September,South Gippsland,2 Community,23 Religious,231 Church,7
2015,September,South Gippsland,2 Community,23 Religious,232 Other religious,1
2015,September,South Gippsland,2 Community,24 Public Transport,242 Train Station,9
2015,September,South Gippsland,2 Community,24 Public Transport,245 Bus/Bus Stop,2
2015,September,South Gippsland,2 Community,25 Other Transport,254 Dock/Wharf,1
2015,September,South Gippsland,2 Community,25 Other Transport,255 Carpark (Single Level),12
2015,September,South Gippsland,2 Community,26 Justice,261 Police Station,10
2015,September,South Gippsland,2 Community,26 Justice,262 Court,50
2015,September,South Gippsland,2 Community,27 Open Space,271 Parkland/Reserve,13
2015,September,South Gippsland,2 Community,27 Open Space,272 Rural,2
2015,September,South Gippsland,2 Community,27 Open Space,274 Beach Foreshore,4
2015,September,South Gippsland,2 Community,27 Open Space,276 Beach Car Park,2
2015,September,South Gippsland,2 Community,28 Street/footpath,281 Street/Lane/Footpath,123
2015,September,South Gippsland,2 Community,29 Other community location,291 Cemetery,2
2015,September,South Gippsland,2 Community,29 Other community location,292 Civic Centre,2
2015,September,South Gippsland,3 Other,31 Admin/professional,311 Business Office,16
2015,September,South Gippsland,3 Other,31 Admin/professional,312 Other Admin/Professional,4
2015,September,South Gippsland,3 Other,32 Financial,321 Bank,3
2015,September,South Gippsland,3 Other,33 Retail,331 Chemist/Pharmacy,1
2015,September,South Gippsland,3 Other,33 Retail,3311 Restaurant/Fastfood,11
2015,September,South Gippsland,3 Other,33 Retail,3312 Other Retail,27
2015,September,South Gippsland,3 Other,33 Retail,332 Service Station,18
2015,September,South Gippsland,3 Other,33 Retail,334 2nd Hand Dealer,1
2015,September,South Gippsland,3 Other,33 Retail,335 Supermarket,11
2015,September,South Gippsland,3 Other,33 Retail,336 Department Store,2
2015,September,South Gippsland,3 Other,33 Retail,337 Shopping Complex,1
2015,September,South Gippsland,3 Other,33 Retail,338 Car Sales Yard,1
2015,September,South Gippsland,3 Other,33 Retail,339 Milkbar,4
2015,September,South Gippsland,3 Other,34 Wholesale,341 Any Wholesale,1
2015,September,South Gippsland,3 Other,35 Warehousing/storage,351 Warehousing/Storage,3
2015,September,South Gippsland,3 Other,36 Manufacturing,361 Factory,2
2015,September,South Gippsland,3 Other,37 Agricultural,371 Farmland/Agricultural,20
2015,September,South Gippsland,3 Other,37 Agricultural,373 Other Agricultural,4
2015,September,South Gippsland,3 Other,38 Recreational,381 Licenced Premises,15
2015,September,South Gippsland,3 Other,38 Recreational,384 Sport Area/Facility,8
2015,September,South Gippsland,3 Other,38 Recreational,385 Gaming Venue,1
2015,September,South Gippsland,3 Other,38 Recreational,386 Other Rec./Sports,12
2015,September,South Gippsland,3 Other,39 Other location,392 Other Location (Not Elsewhere),19
2015,September,South Gippsland,3 Other,39 Other location,393 Construction Site,5
2015,September,South Gippsland,3 Other,39 Other location,394 Veterinary Clinic,1
2015,September,Southern Grampians,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,5
2015,September,Southern Grampians,1 Residential,11 Dwelling - private,112 House,224
2015,September,Southern Grampians,1 Residential,11 Dwelling - private,113 Bungalow,1
2015,September,Southern Grampians,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,6
2015,September,Southern Grampians,1 Residential,11 Dwelling - private,116 Ministry Of Housing,2
2015,September,Southern Grampians,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,5
2015,September,Southern Grampians,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2015,September,Southern Grampians,1 Residential,13 Grounds/surrounding land,132 Backyard,21
2015,September,Southern Grampians,1 Residential,13 Grounds/surrounding land,133 Frontyard,59
2015,September,Southern Grampians,1 Residential,13 Grounds/surrounding land,134 Garage,9
2015,September,Southern Grampians,1 Residential,13 Grounds/surrounding land,135 Shed,10
2015,September,Southern Grampians,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),10
2015,September,Southern Grampians,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,8
2015,September,Southern Grampians,2 Community,21 Education,211 School,17
2015,September,Southern Grampians,2 Community,21 Education,212 School Grounds,4
2015,September,Southern Grampians,2 Community,22 Health,221 Hospital,1
2015,September,Southern Grampians,2 Community,22 Health,222 Medical Centre,1
2015,September,Southern Grampians,2 Community,22 Health,224 Other Health,1
2015,September,Southern Grampians,2 Community,23 Religious,231 Church,2
2015,September,Southern Grampians,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2015,September,Southern Grampians,2 Community,24 Public Transport,249 Taxi,1
2015,September,Southern Grampians,2 Community,25 Other Transport,251 Private Car,4
2015,September,Southern Grampians,2 Community,25 Other Transport,255 Carpark (Single Level),12
2015,September,Southern Grampians,2 Community,26 Justice,261 Police Station,7
2015,September,Southern Grampians,2 Community,26 Justice,262 Court,7
2015,September,Southern Grampians,2 Community,27 Open Space,271 Parkland/Reserve,7
2015,September,Southern Grampians,2 Community,27 Open Space,272 Rural,2
2015,September,Southern Grampians,2 Community,27 Open Space,275 Other Open Space,2
2015,September,Southern Grampians,2 Community,28 Street/footpath,281 Street/Lane/Footpath,109
2015,September,Southern Grampians,2 Community,29 Other community location,291 Cemetery,4
2015,September,Southern Grampians,2 Community,29 Other community location,292 Civic Centre,2
2015,September,Southern Grampians,2 Community,29 Other community location,294 Car Wash,1
2015,September,Southern Grampians,3 Other,31 Admin/professional,311 Business Office,4
2015,September,Southern Grampians,3 Other,31 Admin/professional,312 Other Admin/Professional,4
2015,September,Southern Grampians,3 Other,32 Financial,321 Bank,1
2015,September,Southern Grampians,3 Other,33 Retail,331 Chemist/Pharmacy,5
2015,September,Southern Grampians,3 Other,33 Retail,3311 Restaurant/Fastfood,5
2015,September,Southern Grampians,3 Other,33 Retail,3312 Other Retail,27
2015,September,Southern Grampians,3 Other,33 Retail,332 Service Station,9
2015,September,Southern Grampians,3 Other,33 Retail,334 2nd Hand Dealer,2
2015,September,Southern Grampians,3 Other,33 Retail,335 Supermarket,11
2015,September,Southern Grampians,3 Other,33 Retail,338 Car Sales Yard,1
2015,September,Southern Grampians,3 Other,35 Warehousing/storage,351 Warehousing/Storage,1
2015,September,Southern Grampians,3 Other,36 Manufacturing,362 Any Manufacturing,2
2015,September,Southern Grampians,3 Other,37 Agricultural,371 Farmland/Agricultural,17
2015,September,Southern Grampians,3 Other,37 Agricultural,373 Other Agricultural,4
2015,September,Southern Grampians,3 Other,38 Recreational,381 Licenced Premises,19
2015,September,Southern Grampians,3 Other,38 Recreational,384 Sport Area/Facility,12
2015,September,Southern Grampians,3 Other,38 Recreational,385 Gaming Venue,3
2015,September,Southern Grampians,3 Other,38 Recreational,386 Other Rec./Sports,5
2015,September,Southern Grampians,3 Other,39 Other location,392 Other Location (Not Elsewhere),14
2015,September,Stonnington,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,556
2015,September,Stonnington,1 Residential,11 Dwelling - private,112 House,850
2015,September,Stonnington,1 Residential,11 Dwelling - private,113 Bungalow,3
2015,September,Stonnington,1 Residential,11 Dwelling - private,116 Ministry Of Housing,13
2015,September,Stonnington,1 Residential,12 Dwelling  - non-private,121 Boarding House,14
2015,September,Stonnington,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2015,September,Stonnington,1 Residential,12 Dwelling  - non-private,124 Nursing Home,6
2015,September,Stonnington,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,21
2015,September,Stonnington,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,3
2015,September,Stonnington,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,6
2015,September,Stonnington,1 Residential,13 Grounds/surrounding land,132 Backyard,36
2015,September,Stonnington,1 Residential,13 Grounds/surrounding land,133 Frontyard,194
2015,September,Stonnington,1 Residential,13 Grounds/surrounding land,134 Garage,157
2015,September,Stonnington,1 Residential,13 Grounds/surrounding land,135 Shed,13
2015,September,Stonnington,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,44
2015,September,Stonnington,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),40
2015,September,Stonnington,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,48
2015,September,Stonnington,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,38
2015,September,Stonnington,2 Community,21 Education,211 School,14
2015,September,Stonnington,2 Community,21 Education,212 School Grounds,5
2015,September,Stonnington,2 Community,21 Education,213 Other Educational,10
2015,September,Stonnington,2 Community,22 Health,221 Hospital,18
2015,September,Stonnington,2 Community,22 Health,222 Medical Centre,9
2015,September,Stonnington,2 Community,22 Health,223 Dental,3
2015,September,Stonnington,2 Community,22 Health,224 Other Health,10
2015,September,Stonnington,2 Community,23 Religious,231 Church,8
2015,September,Stonnington,2 Community,24 Public Transport,241 Train,17
2015,September,Stonnington,2 Community,24 Public Transport,242 Train Station,127
2015,September,Stonnington,2 Community,24 Public Transport,243 Railway Carpark,11
2015,September,Stonnington,2 Community,24 Public Transport,244 Tram/Tram Stop,10
2015,September,Stonnington,2 Community,24 Public Transport,245 Bus/Bus Stop,10
2015,September,Stonnington,2 Community,24 Public Transport,246 Depot/Terminal,3
2015,September,Stonnington,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2015,September,Stonnington,2 Community,24 Public Transport,249 Taxi,11
2015,September,Stonnington,2 Community,25 Other Transport,251 Private Car,16
2015,September,Stonnington,2 Community,25 Other Transport,254 Dock/Wharf,1
2015,September,Stonnington,2 Community,25 Other Transport,255 Carpark (Single Level),203
2015,September,Stonnington,2 Community,25 Other Transport,256 Carpark (Multi Level),95
2015,September,Stonnington,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2015,September,Stonnington,2 Community,26 Justice,261 Police Station,54
2015,September,Stonnington,2 Community,26 Justice,262 Court,4
2015,September,Stonnington,2 Community,27 Open Space,271 Parkland/Reserve,30
2015,September,Stonnington,2 Community,27 Open Space,275 Other Open Space,12
2015,September,Stonnington,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,885"
2015,September,Stonnington,2 Community,29 Other community location,292 Civic Centre,6
2015,September,Stonnington,2 Community,29 Other community location,293 Gallery,2
2015,September,Stonnington,3 Other,31 Admin/professional,311 Business Office,73
2015,September,Stonnington,3 Other,31 Admin/professional,312 Other Admin/Professional,24
2015,September,Stonnington,3 Other,32 Financial,321 Bank,20
2015,September,Stonnington,3 Other,32 Financial,323 ATM/Eftpos,8
2015,September,Stonnington,3 Other,32 Financial,324 Other Financial,1
2015,September,Stonnington,3 Other,33 Retail,331 Chemist/Pharmacy,39
2015,September,Stonnington,3 Other,33 Retail,3310 24Hr Convenience,68
2015,September,Stonnington,3 Other,33 Retail,3311 Restaurant/Fastfood,168
2015,September,Stonnington,3 Other,33 Retail,3312 Other Retail,767
2015,September,Stonnington,3 Other,33 Retail,332 Service Station,67
2015,September,Stonnington,3 Other,33 Retail,333 Jeweller,5
2015,September,Stonnington,3 Other,33 Retail,334 2nd Hand Dealer,24
2015,September,Stonnington,3 Other,33 Retail,335 Supermarket,153
2015,September,Stonnington,3 Other,33 Retail,336 Department Store,126
2015,September,Stonnington,3 Other,33 Retail,337 Shopping Complex,236
2015,September,Stonnington,3 Other,33 Retail,339 Milkbar,3
2015,September,Stonnington,3 Other,34 Wholesale,341 Any Wholesale,2
2015,September,Stonnington,3 Other,35 Warehousing/storage,351 Warehousing/Storage,7
2015,September,Stonnington,3 Other,36 Manufacturing,361 Factory,1
2015,September,Stonnington,3 Other,37 Agricultural,373 Other Agricultural,1
2015,September,Stonnington,3 Other,38 Recreational,381 Licenced Premises,213
2015,September,Stonnington,3 Other,38 Recreational,382 Tab,2
2015,September,Stonnington,3 Other,38 Recreational,383 Cinema,4
2015,September,Stonnington,3 Other,38 Recreational,384 Sport Area/Facility,15
2015,September,Stonnington,3 Other,38 Recreational,385 Gaming Venue,7
2015,September,Stonnington,3 Other,38 Recreational,386 Other Rec./Sports,27
2015,September,Stonnington,3 Other,39 Other location,392 Other Location (Not Elsewhere),95
2015,September,Stonnington,3 Other,39 Other location,393 Construction Site,49
2015,September,Strathbogie,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,3
2015,September,Strathbogie,1 Residential,11 Dwelling - private,112 House,83
2015,September,Strathbogie,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,2
2015,September,Strathbogie,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2015,September,Strathbogie,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,1
2015,September,Strathbogie,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2015,September,Strathbogie,1 Residential,13 Grounds/surrounding land,132 Backyard,8
2015,September,Strathbogie,1 Residential,13 Grounds/surrounding land,133 Frontyard,15
2015,September,Strathbogie,1 Residential,13 Grounds/surrounding land,134 Garage,2
2015,September,Strathbogie,1 Residential,13 Grounds/surrounding land,135 Shed,13
2015,September,Strathbogie,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),5
2015,September,Strathbogie,2 Community,21 Education,211 School,1
2015,September,Strathbogie,2 Community,21 Education,212 School Grounds,1
2015,September,Strathbogie,2 Community,21 Education,213 Other Educational,2
2015,September,Strathbogie,2 Community,22 Health,221 Hospital,1
2015,September,Strathbogie,2 Community,22 Health,224 Other Health,1
2015,September,Strathbogie,2 Community,23 Religious,231 Church,1
2015,September,Strathbogie,2 Community,23 Religious,232 Other religious,1
2015,September,Strathbogie,2 Community,24 Public Transport,242 Train Station,2
2015,September,Strathbogie,2 Community,24 Public Transport,244 Tram/Tram Stop,1
2015,September,Strathbogie,2 Community,25 Other Transport,251 Private Car,3
2015,September,Strathbogie,2 Community,25 Other Transport,255 Carpark (Single Level),1
2015,September,Strathbogie,2 Community,26 Justice,261 Police Station,3
2015,September,Strathbogie,2 Community,27 Open Space,271 Parkland/Reserve,9
2015,September,Strathbogie,2 Community,27 Open Space,272 Rural,1
2015,September,Strathbogie,2 Community,27 Open Space,275 Other Open Space,2
2015,September,Strathbogie,2 Community,28 Street/footpath,281 Street/Lane/Footpath,41
2015,September,Strathbogie,3 Other,31 Admin/professional,311 Business Office,2
2015,September,Strathbogie,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2015,September,Strathbogie,3 Other,32 Financial,321 Bank,1
2015,September,Strathbogie,3 Other,33 Retail,331 Chemist/Pharmacy,1
2015,September,Strathbogie,3 Other,33 Retail,3311 Restaurant/Fastfood,1
2015,September,Strathbogie,3 Other,33 Retail,3312 Other Retail,10
2015,September,Strathbogie,3 Other,33 Retail,332 Service Station,27
2015,September,Strathbogie,3 Other,33 Retail,335 Supermarket,4
2015,September,Strathbogie,3 Other,33 Retail,339 Milkbar,1
2015,September,Strathbogie,3 Other,35 Warehousing/storage,351 Warehousing/Storage,6
2015,September,Strathbogie,3 Other,36 Manufacturing,361 Factory,1
2015,September,Strathbogie,3 Other,36 Manufacturing,362 Any Manufacturing,1
2015,September,Strathbogie,3 Other,37 Agricultural,371 Farmland/Agricultural,9
2015,September,Strathbogie,3 Other,37 Agricultural,373 Other Agricultural,2
2015,September,Strathbogie,3 Other,38 Recreational,381 Licenced Premises,5
2015,September,Strathbogie,3 Other,38 Recreational,386 Other Rec./Sports,2
2015,September,Strathbogie,3 Other,39 Other location,392 Other Location (Not Elsewhere),6
2015,September,Strathbogie,3 Other,39 Other location,393 Construction Site,1
2015,September,Surf Coast,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,17
2015,September,Surf Coast,1 Residential,11 Dwelling - private,112 House,166
2015,September,Surf Coast,1 Residential,11 Dwelling - private,113 Bungalow,2
2015,September,Surf Coast,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,15
2015,September,Surf Coast,1 Residential,11 Dwelling - private,117 Farm House,1
2015,September,Surf Coast,1 Residential,12 Dwelling  - non-private,122 Holiday Home,41
2015,September,Surf Coast,1 Residential,12 Dwelling  - non-private,123 Guest House,3
2015,September,Surf Coast,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2015,September,Surf Coast,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,8
2015,September,Surf Coast,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,3
2015,September,Surf Coast,1 Residential,13 Grounds/surrounding land,132 Backyard,12
2015,September,Surf Coast,1 Residential,13 Grounds/surrounding land,133 Frontyard,104
2015,September,Surf Coast,1 Residential,13 Grounds/surrounding land,134 Garage,23
2015,September,Surf Coast,1 Residential,13 Grounds/surrounding land,135 Shed,13
2015,September,Surf Coast,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,5
2015,September,Surf Coast,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),4
2015,September,Surf Coast,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,13
2015,September,Surf Coast,2 Community,21 Education,211 School,5
2015,September,Surf Coast,2 Community,21 Education,212 School Grounds,2
2015,September,Surf Coast,2 Community,21 Education,213 Other Educational,2
2015,September,Surf Coast,2 Community,22 Health,221 Hospital,1
2015,September,Surf Coast,2 Community,22 Health,222 Medical Centre,2
2015,September,Surf Coast,2 Community,22 Health,224 Other Health,1
2015,September,Surf Coast,2 Community,23 Religious,231 Church,2
2015,September,Surf Coast,2 Community,25 Other Transport,251 Private Car,2
2015,September,Surf Coast,2 Community,25 Other Transport,252 Airfield,1
2015,September,Surf Coast,2 Community,25 Other Transport,253 Boat,1
2015,September,Surf Coast,2 Community,25 Other Transport,254 Dock/Wharf,1
2015,September,Surf Coast,2 Community,25 Other Transport,255 Carpark (Single Level),20
2015,September,Surf Coast,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2015,September,Surf Coast,2 Community,26 Justice,261 Police Station,2
2015,September,Surf Coast,2 Community,27 Open Space,271 Parkland/Reserve,18
2015,September,Surf Coast,2 Community,27 Open Space,272 Rural,11
2015,September,Surf Coast,2 Community,27 Open Space,274 Beach Foreshore,27
2015,September,Surf Coast,2 Community,27 Open Space,275 Other Open Space,11
2015,September,Surf Coast,2 Community,27 Open Space,276 Beach Car Park,11
2015,September,Surf Coast,2 Community,28 Street/footpath,281 Street/Lane/Footpath,155
2015,September,Surf Coast,2 Community,29 Other community location,292 Civic Centre,2
2015,September,Surf Coast,3 Other,31 Admin/professional,311 Business Office,5
2015,September,Surf Coast,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2015,September,Surf Coast,3 Other,32 Financial,321 Bank,2
2015,September,Surf Coast,3 Other,32 Financial,323 ATM/Eftpos,1
2015,September,Surf Coast,3 Other,33 Retail,331 Chemist/Pharmacy,1
2015,September,Surf Coast,3 Other,33 Retail,3310 24Hr Convenience,1
2015,September,Surf Coast,3 Other,33 Retail,3311 Restaurant/Fastfood,18
2015,September,Surf Coast,3 Other,33 Retail,3312 Other Retail,32
2015,September,Surf Coast,3 Other,33 Retail,332 Service Station,10
2015,September,Surf Coast,3 Other,33 Retail,335 Supermarket,10
2015,September,Surf Coast,3 Other,33 Retail,336 Department Store,4
2015,September,Surf Coast,3 Other,33 Retail,337 Shopping Complex,1
2015,September,Surf Coast,3 Other,33 Retail,339 Milkbar,1
2015,September,Surf Coast,3 Other,35 Warehousing/storage,351 Warehousing/Storage,1
2015,September,Surf Coast,3 Other,36 Manufacturing,362 Any Manufacturing,1
2015,September,Surf Coast,3 Other,37 Agricultural,371 Farmland/Agricultural,14
2015,September,Surf Coast,3 Other,37 Agricultural,373 Other Agricultural,5
2015,September,Surf Coast,3 Other,38 Recreational,381 Licenced Premises,18
2015,September,Surf Coast,3 Other,38 Recreational,384 Sport Area/Facility,12
2015,September,Surf Coast,3 Other,38 Recreational,386 Other Rec./Sports,7
2015,September,Surf Coast,3 Other,39 Other location,392 Other Location (Not Elsewhere),15
2015,September,Surf Coast,3 Other,39 Other location,393 Construction Site,3
2015,September,Surf Coast,3 Other,39 Other location,394 Veterinary Clinic,2
2015,September,Swan Hill,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,54
2015,September,Swan Hill,1 Residential,11 Dwelling - private,112 House,397
2015,September,Swan Hill,1 Residential,11 Dwelling - private,113 Bungalow,3
2015,September,Swan Hill,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,11
2015,September,Swan Hill,1 Residential,11 Dwelling - private,116 Ministry Of Housing,11
2015,September,Swan Hill,1 Residential,11 Dwelling - private,117 Farm House,2
2015,September,Swan Hill,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2015,September,Swan Hill,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,14
2015,September,Swan Hill,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2015,September,Swan Hill,1 Residential,13 Grounds/surrounding land,132 Backyard,21
2015,September,Swan Hill,1 Residential,13 Grounds/surrounding land,133 Frontyard,60
2015,September,Swan Hill,1 Residential,13 Grounds/surrounding land,134 Garage,8
2015,September,Swan Hill,1 Residential,13 Grounds/surrounding land,135 Shed,17
2015,September,Swan Hill,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),11
2015,September,Swan Hill,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,8
2015,September,Swan Hill,2 Community,21 Education,211 School,11
2015,September,Swan Hill,2 Community,21 Education,212 School Grounds,8
2015,September,Swan Hill,2 Community,21 Education,213 Other Educational,3
2015,September,Swan Hill,2 Community,22 Health,221 Hospital,10
2015,September,Swan Hill,2 Community,22 Health,222 Medical Centre,2
2015,September,Swan Hill,2 Community,22 Health,224 Other Health,1
2015,September,Swan Hill,2 Community,23 Religious,231 Church,3
2015,September,Swan Hill,2 Community,24 Public Transport,242 Train Station,5
2015,September,Swan Hill,2 Community,24 Public Transport,243 Railway Carpark,1
2015,September,Swan Hill,2 Community,24 Public Transport,245 Bus/Bus Stop,3
2015,September,Swan Hill,2 Community,25 Other Transport,251 Private Car,9
2015,September,Swan Hill,2 Community,25 Other Transport,253 Boat,1
2015,September,Swan Hill,2 Community,25 Other Transport,255 Carpark (Single Level),26
2015,September,Swan Hill,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2015,September,Swan Hill,2 Community,26 Justice,261 Police Station,43
2015,September,Swan Hill,2 Community,26 Justice,262 Court,89
2015,September,Swan Hill,2 Community,26 Justice,265 Other Justice Facility,1
2015,September,Swan Hill,2 Community,27 Open Space,271 Parkland/Reserve,23
2015,September,Swan Hill,2 Community,27 Open Space,272 Rural,6
2015,September,Swan Hill,2 Community,27 Open Space,275 Other Open Space,6
2015,September,Swan Hill,2 Community,28 Street/footpath,281 Street/Lane/Footpath,339
2015,September,Swan Hill,2 Community,29 Other community location,292 Civic Centre,1
2015,September,Swan Hill,3 Other,31 Admin/professional,311 Business Office,14
2015,September,Swan Hill,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2015,September,Swan Hill,3 Other,32 Financial,321 Bank,2
2015,September,Swan Hill,3 Other,32 Financial,323 ATM/Eftpos,1
2015,September,Swan Hill,3 Other,33 Retail,331 Chemist/Pharmacy,2
2015,September,Swan Hill,3 Other,33 Retail,3310 24Hr Convenience,1
2015,September,Swan Hill,3 Other,33 Retail,3311 Restaurant/Fastfood,13
2015,September,Swan Hill,3 Other,33 Retail,3312 Other Retail,54
2015,September,Swan Hill,3 Other,33 Retail,332 Service Station,5
2015,September,Swan Hill,3 Other,33 Retail,335 Supermarket,52
2015,September,Swan Hill,3 Other,33 Retail,336 Department Store,13
2015,September,Swan Hill,3 Other,33 Retail,337 Shopping Complex,8
2015,September,Swan Hill,3 Other,34 Wholesale,341 Any Wholesale,1
2015,September,Swan Hill,3 Other,35 Warehousing/storage,351 Warehousing/Storage,10
2015,September,Swan Hill,3 Other,36 Manufacturing,361 Factory,3
2015,September,Swan Hill,3 Other,36 Manufacturing,362 Any Manufacturing,5
2015,September,Swan Hill,3 Other,37 Agricultural,371 Farmland/Agricultural,22
2015,September,Swan Hill,3 Other,37 Agricultural,372 Orchard,1
2015,September,Swan Hill,3 Other,37 Agricultural,373 Other Agricultural,6
2015,September,Swan Hill,3 Other,38 Recreational,381 Licenced Premises,30
2015,September,Swan Hill,3 Other,38 Recreational,384 Sport Area/Facility,9
